State Code,State,Month,Start Date,End Date,Category,Sub Category,Voltage Level,TOD,TOD Name,Season,TOD Start Hour,TOD End Hour,Base Energy Charges,TOD Rate,Energy Charges
UP,Uttar Pradesh,10,10/1/2025,3/31/2026,HV-2,Large Power (DVVNL),66,TOD-3,TOD-3 (Peak-17:00-23:00),Winter,17,23,6.8,115%,7.82
UP,Uttar Pradesh,10,10/1/2025,3/31/2026,HV-2,Large Power (DVVNL),66,TOD-4,TOD-4 (Off-Peak-23:00-05:00),Winter,23,5,6.8,85%,5.78
UP,Uttar Pradesh,4,4/1/2025,9/30/2025,HV-2,Large Power (DVVNL),132,TOD-1,TOD-1 (Off Peak-05:00-10:00),Summer,5,10,6.8,85%,5.78
UP,Uttar Pradesh,4,4/1/2025,9/30/2025,HV-2,Large Power (DVVNL),132,TOD-2,TOD-2 (Normal-10:00-19:00),Summer,10,19,6.8,100%,6.8
UP,Uttar Pradesh,4/1/2025,9/30/2025,HV-2,Large Power (DVVNL),132,TOD-3,TOD-3 (Peak-19:00-3:00),Summer,19,3,6.8,115%,7.82
UP,Uttar Pradesh,4,4/1/2025,9/30/2025,HV-2,Large Power (DVVNL),132,TOD-4,TOD-4 (Normal-03:00-05:00),Summer,3,5,6.8,100%,6.8
UP,Uttar Pradesh,10,10/1/2025,3/31/2026,HV-2,Large Power (DVVNL),132,TOD-1,TOD-1 (Normal-05:00-11:00),Winter,5,11,6.8,100%,6.8
UP,Uttar Pradesh,10,10/1/2025,3/31/2026,HV-2,Large Power (DVVNL),132,TOD-2,TOD-2 (Normal-11:00-17:00),Winter,11,17,6.8,100%,6.8
UP,Uttar Pradesh,10,10/1/2025,3/31/2026,HV-2,Large Power (DVVNL),132,TOD-3,TOD-3 (Peak-17:00-23:00),Winter,17,23,6.8,115%,7.82
UP,Uttar Pradesh,10,10/1/2025,3/31/2026,HV-2,Large Power (DVVNL),132,TOD-4,TOD-4 (Off-Peak-23:00-05:00),Winter,23,5,6.8,85%,5.78
