State,Consumer Category,Sub Category,Supply Voltage Category,Supply Voltage,Month,TOD Start Time,TOD End Time,Base Energy Rate (₹),Base Energy Unit,TOD Charge %,Energy Rate (₹)
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Aug-26,19:00,3:00,6.8,kVAh,15,7.82
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Aug-26,3:00,5:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Sep-26,5:00,10:00,6.8,kVAh,-15,5.78
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Sep-26,10:00,19:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Sep-26,19:00,3:00,6.8,kVAh,15,7.82
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Sep-26,3:00,5:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Oct-26,5:00,11:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Oct-26,11:00,17:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Oct-26,17:00,23:00,6.8,kVAh,15,7.82
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Oct-26,23:00,5:00,6.8,kVAh,-15,5.78
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Nov-26,5:00,11:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Nov-26,11:00,17:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Nov-26,17:00,23:00,6.8,kVAh,15,7.82
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Nov-26,23:00,5:00,6.8,kVAh,-15,5.78
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Dec-26,5:00,11:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Dec-26,11:00,17:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Dec-26,17:00,23:00,6.8,kVAh,15,7.82
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Dec-26,23:00,5:00,6.8,kVAh,-15,5.78
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Jan-27,5:00,11:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Jan-27,11:00,17:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Jan-27,17:00,23:00,6.8,kVAh,15,7.82
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Jan-27,23:00,5:00,6.8,kVAh,-15,5.78
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Feb-27,5:00,11:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Feb-27,11:00,17:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Feb-27,17:00,23:00,6.8,kVAh,15,7.82
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Feb-27,23:00,5:00,6.8,kVAh,-15,5.78
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Mar-27,5:00,11:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Mar-27,11:00,17:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Mar-27,17:00,23:00,6.8,kVAh,15,7.82
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",Mar-27,23:00,5:00,6.8,kVAh,-15,5.78
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Apr-26,5:00,10:00,6.4,kVAh,-15,5.44
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Apr-26,10:00,19:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Apr-26,19:00,3:00,6.4,kVAh,15,7.36
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Apr-26,3:00,5:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,May-26,5:00,10:00,6.4,kVAh,-15,5.44
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,May-26,10:00,19:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,May-26,19:00,3:00,6.4,kVAh,15,7.36
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,May-26,3:00,5:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Jun-26,5:00,10:00,6.4,kVAh,-15,5.44
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Jun-26,10:00,19:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Jun-26,19:00,3:00,6.4,kVAh,15,7.36
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Jun-26,3:00,5:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Jul-26,5:00,10:00,6.4,kVAh,-15,5.44
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Jul-26,10:00,19:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Jul-26,19:00,3:00,6.4,kVAh,15,7.36
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Jul-26,3:00,5:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Aug-26,5:00,10:00,6.4,kVAh,-15,5.44
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Aug-26,10:00,19:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Aug-26,19:00,3:00,6.4,kVAh,15,7.36
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Aug-26,3:00,5:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Sep-26,5:00,10:00,6.4,kVAh,-15,5.44
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Sep-26,10:00,19:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Sep-26,19:00,3:00,6.4,kVAh,15,7.36
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Sep-26,3:00,5:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Oct-26,5:00,11:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Oct-26,11:00,17:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Oct-26,17:00,23:00,6.4,kVAh,15,7.36
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Oct-26,23:00,5:00,6.4,kVAh,-15,5.44
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Nov-26,5:00,11:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Nov-26,11:00,17:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Nov-26,17:00,23:00,6.4,kVAh,15,7.36
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Nov-26,23:00,5:00,6.4,kVAh,-15,5.44
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Dec-26,5:00,11:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Dec-26,11:00,17:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Dec-26,17:00,23:00,6.4,kVAh,15,7.36
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Dec-26,23:00,5:00,6.4,kVAh,-15,5.44
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Jan-27,5:00,11:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Jan-27,11:00,17:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Jan-27,17:00,23:00,6.4,kVAh,15,7.36
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Jan-27,23:00,5:00,6.4,kVAh,-15,5.44
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Feb-27,5:00,11:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Feb-27,11:00,17:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Feb-27,17:00,23:00,6.4,kVAh,15,7.36
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Feb-27,23:00,5:00,6.4,kVAh,-15,5.44
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Mar-27,5:00,11:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Mar-27,11:00,17:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Mar-27,17:00,23:00,6.4,kVAh,15,7.36
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,Mar-27,23:00,5:00,6.4,kVAh,-15,5.44
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,"22,04,00,765",Apr-26,5:00,10:00,6.1,kVAh,-15,5.185
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,"22,04,00,765",Apr-26,10:00,19:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Apr-26,19:00,3:00,6.1,kVAh,15,7.015
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Apr-26,3:00,5:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,May-26,5:00,10:00,6.1,kVAh,-15,5.185
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,May-26,10:00,19:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,May-26,19:00,3:00,6.1,kVAh,15,7.015
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,May-26,3:00,5:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Jun-26,5:00,10:00,6.1,kVAh,-15,5.185
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Jun-26,10:00,19:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Jun-26,19:00,3:00,6.1,kVAh,15,7.015
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Jun-26,3:00,5:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Jul-26,5:00,10:00,6.1,kVAh,-15,5.185
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Jul-26,10:00,19:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Jul-26,19:00,3:00,6.1,kVAh,15,7.015
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Jul-26,3:00,5:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Aug-26,5:00,10:00,6.1,kVAh,-15,5.185
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Aug-26,10:00,19:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Aug-26,19:00,3:00,6.1,kVAh,15,7.015
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Aug-26,3:00,5:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Sep-26,5:00,10:00,6.1,kVAh,-15,5.185
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Sep-26,10:00,19:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Sep-26,19:00,3:00,6.1,kVAh,15,7.015
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Sep-26,3:00,5:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Oct-26,5:00,11:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Oct-26,11:00,17:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Oct-26,17:00,23:00,6.1,kVAh,15,7.015
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Oct-26,23:00,5:00,6.1,kVAh,-15,5.185
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Nov-26,5:00,11:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Nov-26,11:00,17:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Nov-26,17:00,23:00,6.1,kVAh,15,7.015
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Nov-26,23:00,5:00,6.1,kVAh,-15,5.185
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Dec-26,5:00,11:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Dec-26,11:00,17:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Dec-26,17:00,23:00,6.1,kVAh,15,7.015
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Dec-26,23:00,5:00,6.1,kVAh,-15,5.185
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Jan-27,5:00,11:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Jan-27,11:00,17:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Jan-27,17:00,23:00,6.1,kVAh,15,7.015
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Jan-27,23:00,5:00,6.1,kVAh,-15,5.185
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Feb-27,5:00,11:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Feb-27,11:00,17:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Feb-27,17:00,23:00,6.1,kVAh,15,7.015
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Feb-27,23:00,5:00,6.1,kVAh,-15,5.185
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Mar-27,5:00,11:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Mar-27,11:00,17:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Mar-27,17:00,23:00,6.1,kVAh,15,7.015
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,,Mar-27,23:00,5:00,6.1,kVAh,-15,5.185
,,,,,,,,0,,,
